,configured correctly,configured correctly for,enabled or disabled,enabled or disabled as,enabled or disabled as appropriate,machine setting,current user,current user setting,auditing of,events on,events on failure,events on success,set correctly,internet zone,restricted sites zone,set appropriately,common setting,permissions for,local machine zone,intranet zone,file permissions,trusted sites zone,configured as appropriate,turn off,do not,required permissions for,activex controls,owned by,the restricted sites zone,the internet zone,assigned to,user right,setting to configure,the setting to configure,outlook setting,configured appropriately,the intranet zone,the local machine zone,number of,registry key,word setting,the registry key,enabled or disabled as appropriate for,object access,access to,the apache,the correct accounts,windows firewall,trust center,trusted location #,turn on,internet explorer,net framework,set correctly for,setting for,policy change,excel setting,prompt for,disable commands,configured correctly for outlook 2007,account management,powerpoint setting,an appropriate user,user account,directory service,log file,sh file permissions,excel 2007,the appropriate accounts,configured correctly for excel 2007,status bar,prompting for,an appropriate group,the windows firewall,option for,web page,based on,word 2007,domain profile,all user,isdn network,terminal services,configured correctly for word 2007,home directory,privilege use,the specified websites,allow active,open files,visio setting,network security,file extension,maximum number,the domain profile,maximum number of,file types,account logon,web content,exist or not,web sites,powerpoint 2007,exist or not as appropriate,installation of,do not prompt,copy and,files in,media player,web sites in less privileged web,navigate into,configured correctly for powerpoint 2007,content zones,this zone,project setting,trusted platform,or paste operations from,infopath setting,trusted platform module,all users,response to,of internet explorer,microsoft exchange,copy or paste operations from,drag and drop,access setting,not file extension,open files based on content,or copy and paste files,configured correctly for infopath 2007,and paste files,ds access,validation of,of desktop,set correctly for terminal services,platform configuration register,aka pcr,allow drag and drop or copy,allow video and animation on,prompt for client certificate selection,a legacy media player,a web page,certificates or only one certificate exists,enable or,browser control,group management,allow scripting of internet explorer web,allow cut,for activex controls,the clipboard via script,installation of desktop items,enable or disable,safe for scripting,passwd file,protected mode,onenote setting,ip network,aliases file,appropriately for,updates via,directory service access,data sources,filtering platform,allow status bar updates via script,allow installation of desktop items,automatic prompting for activex controls,block opening of,access data,users to,minimum session security for ntlm ssp,session security,initialize and script,activex controls not marked as safe,remote desktop,access data sources across domains,turn on protected mode,a server,system log,an iframe,include local directory path,uploading files to,allowed or,components signed with authenticode,components not signed with authenticode,detailed tracking,private profile,java permissions,public profile,size limit,reliant components not signed with authenticode,script activex controls marked safe for,reliant components signed with authenticode,launching programs,secure rpc,access 2007,active scripting,configured correctly for access 2007,allow active scripting,enabled or disabled for,launching applications and files in,windows without address or status bars,allow websites to open,the public profile,the private profile,display mixed content,including secure rpc,minimum requirements,download signed activex controls,digitally sign,logon events,smartscreen filter,user account control,internet explorer processes,secure channel,meet minimum requirements,the appropriate group,broadcast requests,audited or not as appropriate,block saving,launching programs and unsafe files,automatic prompting for file downloads,download unsigned activex controls,properly configured,loose xaml,saving of,set to,frames across different domains,all files,screen saver,secure channel data,run activex controls and plugins,network access,binary and script behaviors,shortcut keys,directory service replication,audit policy,windows and frames across different domains,block saving of,restricted protocols,activex controls without prompt,use smartscreen filter,configured to,loose xaml files,disable shortcut keys,net framework setup,allow binary and script behaviors,prompt for information using scripted windows,file permissions for,the appropriate user,security log,application log,outlook object model,set as appropriate,isdn bri,turn off windows,iis application,software channel permissions,special characters,account lockout,and templates,or position constraints,sensitive privilege use,set maximum,allow scriptlets,xps documents,userdata persistence,prompt user,the iis application pool,application pools,form data,in favor of cce,deprecated in favor of,password change,audit policy change,deprecated in favor of cce,computer from,allow meta refresh,scripting of java applets,the specified application pools,admin password,ajp 1.3,stop checking,operating system,developer | code |,interactive logon,tomcat legacy,a specified,logon options,allowed or disallowed,xaml browser applications,allow font downloads,the active context,allow file downloads,appropriate filesystem,users from,to icmp,user accounts,this computer,file system,the tomcat legacy,the isdn bri,security zone,path for,the application log,files as,the setting to enable,the active context handler,process list,all processes,file size,executed through,network interfaces,standard profile,windows ntp,allowed or disallowed as appropriate,do not display,allow active content,reserved for future use,prevent users from,by default,| prompt,person name,account logon events,configred appropriately,windows ntp client,configure outlook,dialog box,unicast response to multicast or broadcast,the master home directory,permissions on,interfaces as appropriate,smart card,open xml,automatic updates,visual basic,group membership,documents and templates,configure windows ntp client,response to icmp,initialization files,the setting to require,an appropriate filesystem,set maximum number of,configure outlook object model prompt,number of days,the screen saver,unix permissions,ownership of,configured on,ajp 1.3 connector,anonymous access,user name,membership of,process tracking,the os root,maximum log,system events,configuration of,digitally encrypt,specified database,windows permissions,file share,a specified database,office button |,security restriction,sp2 only,the tomcat legacy jk,content over restricted protocols to access,domain member,maximum log size,configured appropriately for,remote desktop services,lan properties,for network interfaces,tools |,microsoft network,shadow file,account password,disallow in,log on as,versions of,to icmp timestamp,disable changing,log file path,this computer from,set correctly for http,sign secure channel data,home page,person name actions,display of,maximum size,remote admin,active directory,exist or not as appropriate for,response to icmp timestamp,size limits,the use of nis special characters,removable data drives,| automatically,connections by default as appropriate for,allow or block,trusted locations,according to microsoft,publisher setting,person name actions menu,group policy,security group,the sql,enabled or disabled for network interfaces,the recent,tomcat legacy jk ajp 1.3,programs executed through,inbound connections,ksh file permissions,hosts file,jsh file permissions,policy processing,trusted documents,csh file permissions,rsh file,audit log,list of,installed as appropriate,domain controller,an appropriate value,bar notification for,filesystem partition,cng cipher,set cng,and shares,item in,password changes,storage of,the person name actions menu,number of documents,| customize,home directories,windows 7,configured with,to keep,files and directories,on battery,a new,an appropriate filesystem partition,tmp file permissions,service type,to run,to change,retention method,the apacheerrordocument directive,trust bar,remote access,auditing for,added to,global initialization files,isdn pri,cron.allow file,anonymous access to,customer experience improvement,at.allow file,database tools |,operating system drives,log maximum size,device driver,fixed data drives,named pipes,html file,remote assistance,directives for,a batch job,remote admin password,web root,the specified ports,number of documents in,minimum number of,disable trust bar notification for unsigned,folder home,the documentroot,disable user,core dump,folder home page,a process,log files,internet connection,deny logon,experience improvement program,the environmental variable path by,| macros,security audit,aliases file entries,protected view,ui extending from documents and templates,configured correctly for packets,conform to,the flow specification,apply local,administrator account,error reporting,preference logging and tracing,customer experience improvement program,machine account password,web pages,all nfs,sql server,allow local,deny write access,the current directory,date time,for operating system drives,apache tomcat's,security zones,the set of users,password length,the web root,microsoft network server,the isdn pri,environmental variable path for superuser accounts,stop checking for,unsafe location #,user customization of quick access toolbar,set cng cipher,not contain,allow remote,aliases file permissions,failed login,initialization files as appropriate,ftpusers file,of sam accounts,digitally encrypt secure channel data,for removable data,for fixed data,allowed to,admin approval mode,address book,facility as appropriate,permitted to use,check for,deny log on,installed or uninstalled as appropriate,set time limit for,windows messenger,bash file permissions,file formats,windows media,windows connect,service ticket,windows update,bin directory,to connect,behavior of,turn off data execution prevention,no such service in windows 7,outbound connections,to display,manager service,connect now,windows connect now,specify cng,security audits,apply to,configured correctly for ipv6,digitally sign communications,anonymous users,each user,login banner,case characters,stop checking to ensure,macro security,prevent deleting,write access to,for removable data drives,icmp redirects,root account,for fixed data drives,attempting to,the root account,core dump size limits,directive for,recovery console,minimum password length,user password,enable user,number of previous,the unix permissions of apache's,connection wizard,restrict guest access to,over http,windows error,for users attempting to log on,all trusted locations,turn off internet,system call,level 1,default user,security settings,required for,password history,does not,server service,to customize,in outlook,retain old events,meeting password,signed by trusted publisher,system objects,mail file permissions,server address,location of,inetd.conf file,the ftpusers file,lan manager,remote control,security level,account as appropriate,plain text,failed login attempts,turn off automatic,in seconds,allow automatic,allowed or not as appropriate,act as,at.deny file,restrict ntlm,workflow cache,password before,accessed anonymously,a remote,option to,audited or not audited as appropriate,default gateway,apply local firewall rules,event log,log on locally,basic authentication,a password,amount of,vba macro,execution level,each server,or later,telnet service,snmp community,file |,guest account,and cce,enable user to,password digest,downloading of,an existing,default file,the behavior surrounding anonymous,field appropriately,the strong password,e mail,logon hours expire,to web,group or not as appropriate,the tomcat home,documentroot directives,virtual memory,minimum password age,lockout threshold,snmpd.conf file,snmp community string,resolv.conf file,installed or not,of global system objects,maximum password age,extension mapping,the windows permissions of apache's,the permissions of apache tomcat's,user logon,source routed,source routing,passwords to,other than root,support for,on first,places bar location,restrictions in,password file,* file permissions,ip source routing,password protected,configure broadcast service,locator dns,analysis services,ad attribute,remotely accessible registry paths,security descriptor definition language,the bind service,beaconing ui,accounts other than root,locked or unlocked as appropriate,password policy,required auditing,http 1.1,configured to record,| word,sharing service,correctly named,signing requirements,installed or not as appropriate,the task scheduler,the dhcp server,root logins,configured to allow,windows vista,service service,logged on,included in,first run,publishing service,logged on user,services for unix,assigned appropriately,locked down intranet zone,locked down trusted sites zone,locked down local machine zone,x windows,per user,locked down internet zone,gecos identifier,locked down restricted sites zone,conf directory,ctrl +,built in,add on,etc pki tls,tomcat users.xml,add in,third party,disable commands developer |,system \ currentcontrolset \ control,hkey_local_machine \ system \ currentcontrolset \,etc syslog.conf file,that application add ins,registry key hkey_local_machine \ software \,access to locally logged on user,opt in,usr lib,etc shadow file,etc notrouter file,dial up,\ security,key hkey_local_machine \ software \ microsoft,system \ currentcontrolset \ services,allow script initiated windows without size,etc httpd conf,read only,software \ microsoft \ windows,etc named.conf file,microsoft \ windows nt \ currentversion,etc cron.d,turn off first run opt in,system \ currentcontrolset \ services \,tcp ip,use pop up blocker,etc security,e mail messages,system \ currentcontrolset \ control \,etc samba smb.conf file,s mime,97 2003,logon logoff,add ins,all application add ins,\ microsoft \ windows \ currentversion,disable commands developer | code |,referenced in etc passwd,the apache etc httpd,systemroot \ system32 \,bin jsh file permissions,the directory systemdrive,bin ksh file permissions,var log httpd,etc passwd file,bin sh file permissions,bin csh file permissions,bin rsh file,application add ins,pki tls,hkey_local_machine \ software \ microsoft \,systemdrive \ documents and settings,the registry key hkey_local_machine \ software,bin bash,registry key hkey_local_machine \ system \,layer 3 differentiated services code point,the directory systemroot,the directory systemroot \ system32,usr sbin,usr lib sendmail file,etc services file,httpd conf,usr sbin httpd,disable commands office,systemroot \,submit non encrypted form data,apache var,the directory allusersprofile,the apache usr sbin,bitlocker protected,e mail forms,pop up,alt +,disable commands office button |,file permissions for etc,http 1.1 connector,configure windows ntp client \,world writable,var log,var adm,software \ microsoft \ windows \,etc named.conf,usr bin,turn on cross site scripting,built in guest account,  file,built in administrator account,microsoft \ windows \ currentversion \
configured correctly,5889,1545,0,0,0,1545,763,752,0,0,0,0,0,247,245,0,642,2,216,210,2,210,0,364,261,0,154,0,139,136,0,0,0,0,305,0,102,102,75,0,265,0,0,0,66,2,0,57,140,140,118,90,65,0,64,1,152,66,83,101,0,129,0,39,2,24,0,65,0,60,46,46,0,34,26,43,36,50,19,13,0,9,47,2,0,3,35,31,89,36,33,35,19,35,38,0,22,0,24,41,0,35,28,25,29,26,22,22,39,22,22,107,4,28,74,3,3,0,30,48,26,23,61,22,22,22,49,22,0,0,26,0,0,0,20,20,20,20,20,20,3,22,0,22,22,21,22,22,3,23,0,26,73,0,0,0,24,0,23,0,23,20,20,30,23,36,2,2,22,22,22,22,22,22,15,22,22,22,0,22,22,0,8,30,8,16,21,21,21,24,3,27,21,26,20,0,20,20,20,8,8,28,2,0,23,21,0,24,38,31,9,0,0,0,0,19,22,22,22,0,22,17,6,22,0,23,9,21,36,21,27,0,3,20,17,20,20,20,0,20,26,20,20,20,2,0,14,15,19,0,0,31,2,23,0,9,32,22,0,21,22,22,22,19,0,0,22,0,0,11,0,0,8,21,21,0,0,0,31,12,17,33,0,1,20,0,20,20,0,20,0,26,0,1,8,3,0,0,25,10,13,3,0,0,28,28,14,0,0,6,26,0,25,13,0,23,6,14,18,0,0,25,15,24,0,0,4,0,23,22,9,17,1,22,24,0,0,0,0,14,13,7,13,0,2,0,0,5,15,2,0,0,7,0,18,6,0,0,0,0,13,20,0,0,10,18,6,0,12,0,0,14,23,0,8,16,4,19,0,24,12,2,0,6,17,13,3,21,0,17,0,0,5,0,16,9,0,0,19,2,32,12,12,3,0,0,13,0,0,1,0,0,0,16,15,0,0,1,21,0,16,0,14,0,18,18,8,11,5,12,11,12,10,0,1,0,3,2,23,0,0,0,15,16,9,3,0,14,3,0,1,0,0,1,5,13,1,10,11,17,10,14,8,4,8,0,2,0,2,0,10,0,12,13,0,18,0,13,4,0,12,0,11,0,10,4,0,13,13,10,10,10,13,10,12,21,10,8,13,0,0,8,10,0,0,10,0,12,1,8,0,14,0,0,15,20,12,12,0,6,0,1,0,0,6,3,11,11,4,12,10,0,0,17,4,0,4,6,0,10,11,11,0,12,0,6,11,14,0,1,1,0,10,10,18,4,6,12,12,3,1,0,0,13,12,14,5,9,3,1,9,7,0,0,0,6,8,0,4,3,0,9,0,10,11,6,10,11,0,10,4,11,1,4,4,0,8,10,10,0,12,9,0,1,7,0,0,6,3,12,0,11,1,11,9,8,0,3,0,14,14,3,6,1,3,0,3,7,4,2,6,7,4,10,10,0,8,0,0,9,4,0,3,0,9,0,11,0,0,2,6,6,10,0,0,0,3,3,3,0,0,0,0,3,3,0,0,0,7,0,6,7,0,0,6,10,6,0,0,5,10,10,10,0,10,6,6,0,8,0,0,0,0,6,0,3,0,0,5,0,0,0,0,0,3,0,3,1,5,0,2,0,0,2,2,2,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
configured correctly for,1545,1545,0,0,0,545,506,495,0,0,0,0,0,236,238,0,0,0,202,202,0,203,0,30,48,0,149,0,139,133,0,0,0,0,0,0,102,102,5,0,3,0,0,0,6,0,0,40,0,0,43,22,62,0,1,0,0,41,66,101,0,0,0,0,0,20,0,60,0,60,43,42,0,32,16,28,31,47,19,0,0,5,47,0,0,3,31,22,0,0,27,0,19,0,34,0,22,0,22,39,0,22,24,22,24,20,22,22,39,22,22,0,0,22,0,0,0,0,22,0,20,22,0,22,22,22,49,22,0,0,22,0,0,0,20,20,20,20,20,20,0,22,0,22,22,20,22,22,0,23,0,22,0,0,0,0,23,0,22,0,23,20,20,24,22,2,0,0,22,22,0,22,22,22,7,22,22,22,0,22,22,0,8,30,8,8,21,21,21,24,0,26,21,26,20,0,20,20,20,8,8,28,0,0,23,1,0,20,0,0,0,0,0,0,0,19,22,22,22,0,22,17,0,22,0,13,0,21,0,21,14,0,0,20,17,10,20,20,0,20,14,20,20,20,0,0,6,8,10,0,0,0,0,23,0,0,0,22,0,1,22,22,22,10,0,0,20,0,0,0,0,0,0,21,21,0,0,0,0,4,17,0,0,0,20,0,20,20,0,20,0,1,0,0,0,1,0,0,8,1,8,1,0,0,0,0,8,0,0,6,0,0,0,10,0,1,0,13,3,0,0,0,7,1,0,0,1,0,0,8,0,12,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,13,0,0,0,10,0,6,0,0,0,0,13,0,0,0,0,0,3,0,0,12,0,0,0,1,0,0,0,0,1,0,0,0,0,4,8,0,0,8,0,0,0,1,1,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,9,0,5,10,0,0,0,0,0,0,0,0,0,10,2,1,0,0,5,0,0,0,0,0,0,0,0,0,10,4,0,0,4,0,4,0,0,0,0,0,0,5,0,5,1,0,1,0,1,0,0,0,0,0,0,9,0,0,0,0,10,10,10,1,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,1,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,12,0,0,0,0,0,0,4,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,3,3,0,0,0,0,0,3,10,0,5,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,4,7,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enabled or disabled,0,0,1574,1522,1519,0,5,0,540,540,269,262,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,111,89,12,7,0,18,0,0,0,1,0,0,15,62,0,0,0,0,56,0,0,9,46,0,0,0,0,0,0,0,0,9,20,0,0,0,11,4,0,0,0,36,38,46,0,0,0,16,0,0,11,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,24,4,29,0,0,0,0,0,0,0,0,0,0,24,24,0,0,24,24,0,0,0,0,0,0,0,0,24,0,0,2,0,0,0,0,0,0,0,0,0,0,0,22,0,23,0,0,0,0,0,1,16,16,0,0,2,0,0,0,0,0,0,0,0,0,0,24,8,0,8,0,0,0,0,0,17,0,0,0,0,37,0,0,0,8,8,0,16,0,0,0,18,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,9,0,0,16,0,0,0,0,0,8,8,0,1,1,2,14,1,0,0,0,8,0,8,0,2,0,0,9,2,0,0,0,0,0,0,0,0,17,1,0,10,9,0,0,1,0,0,0,0,0,0,0,0,14,3,0,0,0,0,12,0,0,0,0,12,0,0,0,0,12,22,0,17,5,0,9,0,0,0,0,13,0,0,0,0,0,0,5,0,0,0,6,5,2,0,14,0,0,14,0,0,2,0,12,2,0,0,0,6,0,0,0,0,1,0,11,0,0,0,2,0,0,0,11,0,0,0,0,0,0,0,6,0,0,0,0,10,0,0,2,0,0,0,0,4,0,0,1,8,2,11,0,5,0,3,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,1,1,0,1,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,17,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,2,0,1,0,4,0,0,0,0,0,0,7,0,0,4,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enabled or disabled as,0,0,1522,1522,1519,0,5,0,540,540,269,262,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,111,89,12,7,0,18,0,0,0,1,0,0,4,62,0,0,0,0,56,0,0,8,46,0,0,0,0,0,0,0,0,9,20,0,0,0,11,4,0,0,0,32,38,46,0,0,0,16,0,0,11,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,24,4,29,0,0,0,0,0,0,0,0,0,0,24,24,0,0,24,24,0,0,0,0,0,0,0,0,24,0,0,2,0,0,0,0,0,0,0,0,0,0,0,22,0,23,0,0,0,0,0,1,16,16,0,0,2,0,0,0,0,0,0,0,0,0,0,24,8,0,8,0,0,0,0,0,17,0,0,0,0,0,0,0,0,8,8,0,16,0,0,0,18,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,9,0,0,16,0,0,0,0,0,8,8,0,1,1,2,14,1,0,0,0,8,0,8,0,2,0,0,9,2,0,0,0,0,0,0,0,0,15,0,0,10,9,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,12,0,0,0,0,12,0,0,0,0,12,18,0,0,5,0,9,0,0,0,0,13,0,0,0,0,0,0,5,0,0,0,6,5,2,0,14,0,0,14,0,0,2,0,12,2,0,0,0,6,0,0,0,0,1,0,0,0,0,0,2,0,0,0,10,0,0,0,0,0,0,0,6,0,0,0,0,10,0,0,2,0,0,0,0,4,0,0,1,8,2,0,0,5,0,3,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,1,1,0,1,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,6,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,1,0,2,0,0,0,0,0,0,7,0,0,4,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enabled or disabled as appropriate,0,0,1519,1519,1519,0,5,0,540,540,269,262,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,111,89,12,7,0,18,0,0,0,1,0,0,4,62,0,0,0,0,56,0,0,8,46,0,0,0,0,0,0,0,0,9,20,0,0,0,11,4,0,0,0,32,38,46,0,0,0,16,0,0,11,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,24,4,29,0,0,0,0,0,0,0,0,0,0,24,24,0,0,24,24,0,0,0,0,0,0,0,0,24,0,0,2,0,0,0,0,0,0,0,0,0,0,0,22,0,23,0,0,0,0,0,1,16,16,0,0,2,0,0,0,0,0,0,0,0,0,0,24,8,0,8,0,0,0,0,0,17,0,0,0,0,0,0,0,0,8,8,0,16,0,0,0,18,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,9,0,0,16,0,0,0,0,0,8,8,0,1,1,2,14,1,0,0,0,8,0,8,0,2,0,0,9,2,0,0,0,0,0,0,0,0,15,0,0,10,9,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,12,0,0,0,0,12,0,0,0,0,12,18,0,0,5,0,9,0,0,0,0,13,0,0,0,0,0,0,5,0,0,0,6,5,2,0,14,0,0,14,0,0,2,0,12,2,0,0,0,6,0,0,0,0,1,0,0,0,0,0,2,0,0,0,10,0,0,0,0,0,0,0,6,0,0,0,0,10,0,0,2,0,0,0,0,4,0,0,1,8,2,0,0,5,0,3,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,1,1,0,1,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,6,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,1,0,2,0,0,0,0,0,0,7,0,0,4,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
