,word,pos,dep,indicator,data_id,word_position
18283,SAP_XIPCK,NOUN,conj,1.0,CVE20190315,47.0
18284,7.10,NUM,advmod,1.0,CVE20190315,48.0
18285,to,ADP,prep,1.0,CVE20190315,49.0
18286,7.11,NUM,pobj,1.0,CVE20190315,50.0
18287,",",PUNCT,punct,1.0,CVE20190315,51.0
18288,7.20,NUM,appos,1.0,CVE20190315,52.0
18289,",",PUNCT,punct,1.0,CVE20190315,53.0
18290,7.30,NUM,appos,1.0,CVE20190315,54.0
18291,),PUNCT,punct,1.0,CVE20190315,55.0
18292,allows,VERB,ROOT,1.0,CVE20190315,56.0
18293,an,DET,det,1.0,CVE20190315,57.0
18294,attacker,NOUN,nsubj,1.0,CVE20190315,58.0
18295,to,PART,aux,1.0,CVE20190315,59.0
18296,access,VERB,ccomp,1.0,CVE20190315,60.0
18297,passwords,NOUN,dobj,1.0,CVE20190315,61.0
18298,used,VERB,acl,1.0,CVE20190315,62.0
18299,in,ADP,prep,1.0,CVE20190315,63.0
18300,FTP,NOUN,compound,1.0,CVE20190315,64.0
18301,channels,NOUN,pobj,1.0,CVE20190315,65.0
18302,leading,VERB,acl,1.0,CVE20190315,66.0
18303,to,ADP,prep,1.0,CVE20190315,67.0
18304,information,NOUN,compound,1.0,CVE20190315,68.0
18305,disclosure,NOUN,pobj,1.0,CVE20190315,69.0
18306,.,PUNCT,punct,1.0,CVE20190315,70.0
18307,"
",SPACE,,1.0,CVE20190315,71.0
18308,SAP,PROPN,compound,1.0,CVE20190316,0.0
18309,NetWeaver,PROPN,compound,1.0,CVE20190316,1.0
18310,Process,PROPN,compound,1.0,CVE20190316,2.0
18311,Integration,PROPN,dep,1.0,CVE20190316,3.0
18312,",",PUNCT,punct,1.0,CVE20190316,4.0
18313,versions,NOUN,ROOT,1.0,CVE20190316,5.0
18314,:,PUNCT,punct,1.0,CVE20190316,6.0
18315,SAP_XIESR,NOUN,appos,1.0,CVE20190316,7.0
18316,:,PUNCT,punct,1.0,CVE20190316,8.0
18317,7.20,NUM,appos,1.0,CVE20190316,9.0
18318,",",PUNCT,punct,1.0,CVE20190316,10.0
18319,SAP_XITOOL,PROPN,intj,1.0,CVE20190316,11.0
18320,:,PUNCT,punct,1.0,CVE20190316,12.0
18321,7.10,NUM,prep,1.0,CVE20190316,13.0
18322,to,ADP,prep,1.0,CVE20190316,14.0
18323,7.11,NUM,pobj,1.0,CVE20190316,15.0
18324,",",PUNCT,punct,1.0,CVE20190316,16.0
18325,7.30,NUM,appos,1.0,CVE20190316,17.0
18326,",",PUNCT,punct,1.0,CVE20190316,18.0
18327,7.31,NUM,appos,1.0,CVE20190316,19.0
18328,",",PUNCT,punct,1.0,CVE20190316,20.0
18329,7.40,NUM,appos,1.0,CVE20190316,21.0
18330,",",PUNCT,punct,1.0,CVE20190316,22.0
18331,7.50,NUM,appos,1.0,CVE20190316,23.0
18332,",",PUNCT,punct,1.0,CVE20190316,24.0
18333,does,AUX,aux,1.0,CVE20190316,25.0
18334,not,PART,neg,1.0,CVE20190316,26.0
18335,sufficiently,ADV,advmod,1.0,CVE20190316,27.0
18336,validate,VERB,ROOT,1.0,CVE20190316,28.0
18337,user,NOUN,npadvmod,1.0,CVE20190316,29.0
18338,-,PUNCT,punct,1.0,CVE20190316,30.0
18339,controlled,VERB,amod,1.0,CVE20190316,31.0
18340,inputs,NOUN,dobj,1.0,CVE20190316,32.0
18341,",",PUNCT,punct,1.0,CVE20190316,33.0
18342,which,DET,nsubj,1.0,CVE20190316,34.0
18343,allows,VERB,relcl,1.0,CVE20190316,35.0
18344,an,DET,det,1.0,CVE20190316,36.0
18345,attacker,NOUN,dobj,1.0,CVE20190316,37.0
18346,possessing,VERB,acl,1.0,CVE20190316,38.0
18347,admin,NOUN,compound,1.0,CVE20190316,39.0
18348,privileges,NOUN,dobj,1.0,CVE20190316,40.0
18349,to,PART,aux,1.0,CVE20190316,41.0
18350,read,VERB,advcl,1.0,CVE20190316,42.0
18351,and,CCONJ,cc,1.0,CVE20190316,43.0
18352,modify,VERB,conj,1.0,CVE20190316,44.0
18353,data,NOUN,dobj,1.0,CVE20190316,45.0
18354,from,ADP,prep,1.0,CVE20190316,46.0
18355,the,DET,det,1.0,CVE20190316,47.0
18356,victim,NOUN,poss,1.0,CVE20190316,48.0
18357,’s,PART,case,1.0,CVE20190316,49.0
18358,browser,NOUN,pobj,1.0,CVE20190316,50.0
18359,",",PUNCT,punct,1.0,CVE20190316,51.0
18360,by,ADP,prep,1.0,CVE20190316,52.0
18361,injecting,VERB,pcomp,1.0,CVE20190316,53.0
18362,malicious,ADJ,amod,1.0,CVE20190316,54.0
18363,scripts,NOUN,dobj,1.0,CVE20190316,55.0
18364,in,ADP,prep,1.0,CVE20190316,56.0
18365,certain,ADJ,amod,1.0,CVE20190316,57.0
18366,servlets,NOUN,pobj,1.0,CVE20190316,58.0
18367,",",PUNCT,punct,1.0,CVE20190316,59.0
18368,which,DET,nsubjpass,1.0,CVE20190316,60.0
18369,will,VERB,aux,1.0,CVE20190316,61.0
18370,be,AUX,auxpass,1.0,CVE20190316,62.0
18371,executed,VERB,relcl,1.0,CVE20190316,63.0
18372,when,ADV,advmod,1.0,CVE20190316,64.0
18373,the,DET,det,1.0,CVE20190316,65.0
18374,victim,NOUN,nsubjpass,1.0,CVE20190316,66.0
18375,is,AUX,auxpass,1.0,CVE20190316,67.0
18376,tricked,VERB,advcl,1.0,CVE20190316,68.0
18377,to,PART,aux,1.0,CVE20190316,69.0
18378,click,VERB,xcomp,1.0,CVE20190316,70.0
18379,on,ADP,prep,1.0,CVE20190316,71.0
18380,those,DET,det,1.0,CVE20190316,72.0
18381,malicious,ADJ,amod,1.0,CVE20190316,73.0
18382,links,NOUN,pobj,1.0,CVE20190316,74.0
18383,",",PUNCT,punct,1.0,CVE20190316,75.0
18384,resulting,VERB,advcl,1.0,CVE20190316,76.0
18385,in,ADP,prep,1.0,CVE20190316,77.0
18386,reflected,VERB,amod,1.0,CVE20190316,78.0
18387,Cross,PROPN,compound,1.0,CVE20190316,79.0
18388,Site,PROPN,compound,1.0,CVE20190316,80.0
18389,Scripting,NOUN,compound,1.0,CVE20190316,81.0
18390,vulnerability,NOUN,pobj,1.0,CVE20190316,82.0
18391,.,PUNCT,punct,1.0,CVE20190316,83.0
18392,"
",SPACE,,1.0,CVE20190316,84.0
18393,Under,ADP,prep,1.0,CVE20190318,0.0
18394,certain,ADJ,amod,1.0,CVE20190318,1.0
18395,conditions,NOUN,pobj,1.0,CVE20190318,2.0
18396,SAP,PROPN,compound,1.0,CVE20190318,3.0
18397,NetWeaver,PROPN,compound,1.0,CVE20190318,4.0
18398,Application,PROPN,compound,1.0,CVE20190318,5.0
18399,Server,PROPN,pobj,1.0,CVE20190318,6.0
18400,for,ADP,prep,1.0,CVE20190318,7.0
18401,Java,PROPN,pobj,1.0,CVE20190318,8.0
18402,(,PUNCT,punct,1.0,CVE20190318,9.0
18403,Startup,PROPN,compound,1.0,CVE20190318,10.0
18404,Framework,PROPN,appos,1.0,CVE20190318,11.0
18405,),PUNCT,punct,1.0,CVE20190318,12.0
18406,",",PUNCT,punct,1.0,CVE20190318,13.0
18407,versions,NOUN,nsubj,1.0,CVE20190318,14.0
18408,7.21,NUM,npadvmod,1.0,CVE20190318,15.0
18409,",",PUNCT,punct,1.0,CVE20190318,16.0
18410,7.22,NUM,appos,1.0,CVE20190318,17.0
18411,",",PUNCT,punct,1.0,CVE20190318,18.0
18412,7.45,NUM,conj,1.0,CVE20190318,19.0
18413,",",PUNCT,punct,1.0,CVE20190318,20.0
18414,7.49,NUM,conj,1.0,CVE20190318,21.0
18415,",",PUNCT,punct,1.0,CVE20190318,22.0
18416,and,CCONJ,cc,1.0,CVE20190318,23.0
18417,7.53,NUM,conj,1.0,CVE20190318,24.0
18418,",",PUNCT,punct,1.0,CVE20190318,25.0
18419,allows,VERB,ROOT,1.0,CVE20190318,26.0
18420,an,DET,det,1.0,CVE20190318,27.0
18421,attacker,NOUN,nsubj,1.0,CVE20190318,28.0
18422,to,PART,aux,1.0,CVE20190318,29.0
18423,access,VERB,ccomp,1.0,CVE20190318,30.0
18424,information,NOUN,dobj,1.0,CVE20190318,31.0
18425,which,DET,nsubjpass,1.0,CVE20190318,32.0
18426,would,VERB,aux,1.0,CVE20190318,33.0
18427,otherwise,ADV,advmod,1.0,CVE20190318,34.0
18428,be,AUX,auxpass,1.0,CVE20190318,35.0
18429,restricted,VERB,relcl,1.0,CVE20190318,36.0
18430,.,PUNCT,punct,1.0,CVE20190318,37.0
18431,"
",SPACE,,1.0,CVE20190318,38.0
18432,The,DET,det,1.0,CVE20190319,0.0
18433,SAP,PROPN,compound,1.0,CVE20190319,1.0
18434,Gateway,PROPN,nsubj,1.0,CVE20190319,2.0
18435,",",PUNCT,punct,1.0,CVE20190319,3.0
18436,versions,NOUN,appos,1.0,CVE20190319,4.0
18437,7.5,NUM,nummod,1.0,CVE20190319,5.0
18438,",",PUNCT,punct,1.0,CVE20190319,6.0
18439,7.51,NUM,appos,1.0,CVE20190319,7.0
18440,",",PUNCT,punct,1.0,CVE20190319,8.0
18441,7.52,NUM,conj,1.0,CVE20190319,9.0
18442,and,CCONJ,cc,1.0,CVE20190319,10.0
18443,7.53,NUM,conj,1.0,CVE20190319,11.0
18444,",",PUNCT,punct,1.0,CVE20190319,12.0
18445,allows,VERB,ROOT,1.0,CVE20190319,13.0
18446,an,DET,det,1.0,CVE20190319,14.0
18447,attacker,NOUN,nsubj,1.0,CVE20190319,15.0
18448,to,PART,aux,1.0,CVE20190319,16.0
18449,inject,VERB,ccomp,1.0,CVE20190319,17.0
18450,content,NOUN,dobj,1.0,CVE20190319,18.0
18451,which,DET,nsubjpass,1.0,CVE20190319,19.0
18452,is,AUX,auxpass,1.0,CVE20190319,20.0
18453,displayed,VERB,relcl,1.0,CVE20190319,21.0
18454,in,ADP,prep,1.0,CVE20190319,22.0
18455,the,DET,det,1.0,CVE20190319,23.0
18456,form,NOUN,pobj,1.0,CVE20190319,24.0
18457,of,ADP,prep,1.0,CVE20190319,25.0
18458,an,DET,det,1.0,CVE20190319,26.0
18459,error,NOUN,compound,1.0,CVE20190319,27.0
18460,message,NOUN,pobj,1.0,CVE20190319,28.0
18461,"
",SPACE,,1.0,CVE20190319,29.0
18462,An,DET,det,1.0,CVE20190319,0.0
18463,attacker,NOUN,nsubj,1.0,CVE20190319,1.0
18464,could,VERB,aux,1.0,CVE20190319,2.0
18465,thus,ADV,advmod,1.0,CVE20190319,3.0
18466,mislead,VERB,ROOT,1.0,CVE20190319,4.0
18467,a,DET,det,1.0,CVE20190319,5.0
18468,user,NOUN,dobj,1.0,CVE20190319,6.0
18469,to,PART,aux,1.0,CVE20190319,7.0
18470,believe,VERB,xcomp,1.0,CVE20190319,8.0
18471,this,DET,det,1.0,CVE20190319,9.0
18472,information,NOUN,nsubj,1.0,CVE20190319,10.0
18473,is,AUX,ccomp,1.0,CVE20190319,11.0
18474,from,ADP,prep,1.0,CVE20190319,12.0
18475,the,DET,det,1.0,CVE20190319,13.0
18476,legitimate,ADJ,amod,1.0,CVE20190319,14.0
18477,service,NOUN,pobj,1.0,CVE20190319,15.0
18478,when,ADV,advmod,1.0,CVE20190319,16.0
18479,it,PRON,nsubj,1.0,CVE20190319,17.0
18480,'s,AUX,advcl,1.0,CVE20190319,18.0
18481,not,PART,neg,1.0,CVE20190319,19.0
18482,.,PUNCT,punct,1.0,CVE20190319,20.0
18483,"
",SPACE,,1.0,CVE20190319,21.0
18484,ABAP,PROPN,compound,1.0,CVE20190321,0.0
18485,Server,PROPN,nsubj,1.0,CVE20190321,1.0
18486,and,CCONJ,cc,1.0,CVE20190321,2.0
18487,ABAP,PROPN,compound,1.0,CVE20190321,3.0
18488,Platform,PROPN,conj,1.0,CVE20190321,4.0
18489,(,PUNCT,punct,1.0,CVE20190321,5.0
18490,SAP,PROPN,compound,1.0,CVE20190321,6.0
18491,Basis,PROPN,appos,1.0,CVE20190321,7.0
18492,),PUNCT,punct,1.0,CVE20190321,8.0
18493,",",PUNCT,punct,1.0,CVE20190321,9.0
18494,versions,NOUN,appos,1.0,CVE20190321,10.0
18495,",",PUNCT,punct,1.0,CVE20190321,11.0
18496,7.31,NUM,appos,1.0,CVE20190321,12.0
18497,",",PUNCT,punct,1.0,CVE20190321,13.0
18498,7.4,NUM,conj,1.0,CVE20190321,14.0
18499,",",PUNCT,punct,1.0,CVE20190321,15.0
18500,7.5,NUM,appos,1.0,CVE20190321,16.0
18501,",",PUNCT,punct,1.0,CVE20190321,17.0
18502,do,AUX,aux,1.0,CVE20190321,18.0
18503,not,PART,neg,1.0,CVE20190321,19.0
18504,sufficiently,ADV,advmod,1.0,CVE20190321,20.0
18505,encode,VERB,ROOT,1.0,CVE20190321,21.0
18506,user,NOUN,npadvmod,1.0,CVE20190321,22.0
18507,-,PUNCT,punct,1.0,CVE20190321,23.0
18508,controlled,VERB,amod,1.0,CVE20190321,24.0
18509,inputs,NOUN,dobj,1.0,CVE20190321,25.0
18510,",",PUNCT,punct,1.0,CVE20190321,26.0
18511,resulting,VERB,advcl,1.0,CVE20190321,27.0
18512,in,ADP,prep,1.0,CVE20190321,28.0
18513,Cross,PROPN,dep,1.0,CVE20190321,29.0
18514,-,PUNCT,dep,1.0,CVE20190321,30.0
18515,Site,PROPN,amod,1.0,CVE20190321,31.0
18516,Scripting,PROPN,nmod,1.0,CVE20190321,32.0
18517,(,PUNCT,punct,1.0,CVE20190321,33.0
18518,XSS,NOUN,appos,1.0,CVE20190321,34.0
18519,),PUNCT,punct,1.0,CVE20190321,35.0
18520,vulnerability,NOUN,pobj,1.0,CVE20190321,36.0
18521,.,PUNCT,punct,1.0,CVE20190321,37.0
18522,"
",SPACE,,1.0,CVE20190321,38.0
18523,SAP,PROPN,compound,1.0,CVE20190322,0.0
18524,Commerce,PROPN,compound,1.0,CVE20190322,1.0
18525,Cloud,PROPN,nsubj,1.0,CVE20190322,2.0
18526,(,PUNCT,punct,1.0,CVE20190322,3.0
18527,previously,ADV,advmod,1.0,CVE20190322,4.0
18528,known,VERB,acl,1.0,CVE20190322,5.0
18529,as,SCONJ,prep,1.0,CVE20190322,6.0
18530,SAP,PROPN,compound,1.0,CVE20190322,7.0
18531,Hybris,PROPN,compound,1.0,CVE20190322,8.0
18532,Commerce,PROPN,pobj,1.0,CVE20190322,9.0
18533,),PUNCT,punct,1.0,CVE20190322,10.0
18534,",",PUNCT,punct,1.0,CVE20190322,11.0
18535,(,PUNCT,punct,1.0,CVE20190322,12.0
18536,HY_COM,PROPN,intj,1.0,CVE20190322,13.0
18537,",",PUNCT,punct,1.0,CVE20190322,14.0
18538,versions,NOUN,appos,1.0,CVE20190322,15.0
18539,6.3,NUM,nummod,1.0,CVE20190322,16.0
18540,",",PUNCT,punct,1.0,CVE20190322,17.0
18541,6.4,NUM,nummod,1.0,CVE20190322,18.0
18542,",",PUNCT,punct,1.0,CVE20190322,19.0
18543,6.5,NUM,conj,1.0,CVE20190322,20.0
18544,",",PUNCT,punct,1.0,CVE20190322,21.0
18545,6.6,NUM,conj,1.0,CVE20190322,22.0
18546,",",PUNCT,punct,1.0,CVE20190322,23.0
18547,6.7,NUM,conj,1.0,CVE20190322,24.0
18548,",",PUNCT,punct,1.0,CVE20190322,25.0
18549,1808,NUM,conj,1.0,CVE20190322,26.0
18550,",",PUNCT,punct,1.0,CVE20190322,27.0
18551,1811,NUM,npadvmod,1.0,CVE20190322,28.0
18552,),PUNCT,punct,1.0,CVE20190322,29.0
18553,",",PUNCT,punct,1.0,CVE20190322,30.0
18554,allows,VERB,ROOT,1.0,CVE20190322,31.0
18555,an,DET,det,1.0,CVE20190322,32.0
18556,attacker,NOUN,nsubj,1.0,CVE20190322,33.0
18557,to,PART,aux,1.0,CVE20190322,34.0
18558,prevent,VERB,ccomp,1.0,CVE20190322,35.0
18559,legitimate,ADJ,amod,1.0,CVE20190322,36.0
18560,users,NOUN,dobj,1.0,CVE20190322,37.0
18561,from,ADP,prep,1.0,CVE20190322,38.0
18562,accessing,VERB,pcomp,1.0,CVE20190322,39.0
18563,a,DET,det,1.0,CVE20190322,40.0
18564,service,NOUN,dobj,1.0,CVE20190322,41.0
18565,",",PUNCT,punct,1.0,CVE20190322,42.0
18566,either,CCONJ,preconj,1.0,CVE20190322,43.0
18567,by,ADP,prep,1.0,CVE20190322,44.0
18568,crashing,VERB,pcomp,1.0,CVE20190322,45.0
18569,or,CCONJ,cc,1.0,CVE20190322,46.0
18570,flooding,VERB,conj,1.0,CVE20190322,47.0
18571,the,DET,det,1.0,CVE20190322,48.0
18572,service,NOUN,dobj,1.0,CVE20190322,49.0
18573,.,PUNCT,punct,1.0,CVE20190322,50.0
18574,"
",SPACE,,1.0,CVE20190322,51.0
18575,SAP,PROPN,compound,1.0,CVE20190325,0.0
18576,ERP,PROPN,compound,1.0,CVE20190325,1.0
18577,HCM,PROPN,nsubj,1.0,CVE20190325,2.0
18578,(,PUNCT,punct,1.0,CVE20190325,3.0
18579,SAP_HRCES,PROPN,appos,1.0,CVE20190325,4.0
18580,),PUNCT,punct,1.0,CVE20190325,5.0
18581,",",PUNCT,punct,1.0,CVE20190325,6.0
18582,version,NOUN,nsubj,1.0,CVE20190325,7.0
18583,3,NUM,nummod,1.0,CVE20190325,8.0
18584,",",PUNCT,punct,1.0,CVE20190325,9.0
18585,does,AUX,aux,1.0,CVE20190325,10.0
18586,not,PART,neg,1.0,CVE20190325,11.0
18587,perform,VERB,ROOT,1.0,CVE20190325,12.0
18588,necessary,ADJ,amod,1.0,CVE20190325,13.0
18589,authorization,NOUN,compound,1.0,CVE20190325,14.0
18590,checks,NOUN,dobj,1.0,CVE20190325,15.0
18591,for,ADP,prep,1.0,CVE20190325,16.0
18592,a,DET,det,1.0,CVE20190325,17.0
18593,report,NOUN,pobj,1.0,CVE20190325,18.0
18594,that,DET,nsubj,1.0,CVE20190325,19.0
18595,reads,VERB,relcl,1.0,CVE20190325,20.0
18596,payroll,NOUN,compound,1.0,CVE20190325,21.0
18597,data,NOUN,dobj,1.0,CVE20190325,22.0
18598,of,ADP,prep,1.0,CVE20190325,23.0
18599,employees,NOUN,pobj,1.0,CVE20190325,24.0
18600,in,ADP,prep,1.0,CVE20190325,25.0
18601,a,DET,det,1.0,CVE20190325,26.0
18602,certain,ADJ,amod,1.0,CVE20190325,27.0
18603,area,NOUN,pobj,1.0,CVE20190325,28.0
18604,"
",SPACE,,1.0,CVE20190325,29.0
18605,Due,ADP,prep,1.0,CVE20190325,0.0
18606,to,ADP,pcomp,1.0,CVE20190325,1.0
18607,this,DET,pobj,1.0,CVE20190325,2.0
18608,under,ADP,prep,1.0,CVE20190325,3.0
18609,certain,ADJ,amod,1.0,CVE20190325,4.0
18610,conditions,NOUN,pobj,1.0,CVE20190325,5.0
18611,",",PUNCT,punct,1.0,CVE20190325,6.0
18612,the,DET,det,1.0,CVE20190325,7.0
18613,user,NOUN,nsubj,1.0,CVE20190325,8.0
18614,that,DET,nsubj,1.0,CVE20190325,9.0
18615,once,ADV,advmod,1.0,CVE20190325,10.0
18616,had,AUX,relcl,1.0,CVE20190325,11.0
18617,authorization,NOUN,dobj,1.0,CVE20190325,12.0
18618,to,PART,prep,1.0,CVE20190325,13.0
18619,payroll,NOUN,compound,1.0,CVE20190325,14.0
18620,data,NOUN,pobj,1.0,CVE20190325,15.0
18621,of,ADP,prep,1.0,CVE20190325,16.0
18622,an,DET,det,1.0,CVE20190325,17.0
18623,employee,NOUN,pobj,1.0,CVE20190325,18.0
18624,",",PUNCT,punct,1.0,CVE20190325,19.0
18625,which,DET,nsubjpass,1.0,CVE20190325,20.0
18626,was,AUX,auxpass,1.0,CVE20190325,21.0
18627,later,ADV,advmod,1.0,CVE20190325,22.0
18628,revoked,VERB,relcl,1.0,CVE20190325,23.0
18629,",",PUNCT,punct,1.0,CVE20190325,24.0
18630,may,VERB,aux,1.0,CVE20190325,25.0
18631,retain,VERB,ROOT,1.0,CVE20190325,26.0
18632,access,NOUN,dobj,1.0,CVE20190325,27.0
18633,to,ADP,prep,1.0,CVE20190325,28.0
18634,the,DET,det,1.0,CVE20190325,29.0
18635,same,ADJ,amod,1.0,CVE20190325,30.0
18636,data,NOUN,pobj,1.0,CVE20190325,31.0
18637,.,PUNCT,punct,1.0,CVE20190325,32.0
18638,"
",SPACE,,1.0,CVE20190325,33.0
18639,SAP,PROPN,compound,1.0,CVE20190326,0.0
18640,BusinessObjects,PROPN,compound,1.0,CVE20190326,1.0
18641,Business,PROPN,compound,1.0,CVE20190326,2.0
18642,Intelligence,PROPN,compound,1.0,CVE20190326,3.0
18643,Platform,PROPN,nsubj,1.0,CVE20190326,4.0
18644,(,PUNCT,punct,1.0,CVE20190326,5.0
18645,BI,PROPN,compound,1.0,CVE20190326,6.0
18646,Workspace,PROPN,appos,1.0,CVE20190326,7.0
18647,),PUNCT,punct,1.0,CVE20190326,8.0
18648,(,PUNCT,punct,1.0,CVE20190326,9.0
18649,Enterprise,PROPN,appos,1.0,CVE20190326,10.0
18650,),PUNCT,punct,1.0,CVE20190326,11.0
18651,",",PUNCT,punct,1.0,CVE20190326,12.0
18652,versions,NOUN,appos,1.0,CVE20190326,13.0
18653,4.1,NUM,nummod,1.0,CVE20190326,14.0
18654,",",PUNCT,punct,1.0,CVE20190326,15.0
18655,4.2,NUM,nummod,1.0,CVE20190326,16.0
18656,",",PUNCT,punct,1.0,CVE20190326,17.0
18657,4.3,NUM,appos,1.0,CVE20190326,18.0
18658,",",PUNCT,punct,1.0,CVE20190326,19.0
18659,does,AUX,aux,1.0,CVE20190326,20.0
18660,not,PART,neg,1.0,CVE20190326,21.0
18661,sufficiently,ADV,advmod,1.0,CVE20190326,22.0
18662,encode,VERB,ROOT,1.0,CVE20190326,23.0
18663,user,NOUN,npadvmod,1.0,CVE20190326,24.0
18664,-,PUNCT,punct,1.0,CVE20190326,25.0
18665,controlled,VERB,amod,1.0,CVE20190326,26.0
18666,inputs,NOUN,dobj,1.0,CVE20190326,27.0
18667,",",PUNCT,punct,1.0,CVE20190326,28.0
18668,resulting,VERB,advcl,1.0,CVE20190326,29.0
18669,in,ADP,prep,1.0,CVE20190326,30.0
18670,Cross,PROPN,dep,1.0,CVE20190326,31.0
18671,-,PUNCT,dep,1.0,CVE20190326,32.0
18672,Site,PROPN,amod,1.0,CVE20190326,33.0
18673,Scripting,PROPN,nmod,1.0,CVE20190326,34.0
18674,(,PUNCT,punct,1.0,CVE20190326,35.0
18675,XSS,NOUN,appos,1.0,CVE20190326,36.0
18676,),PUNCT,punct,1.0,CVE20190326,37.0
18677,vulnerability,NOUN,pobj,1.0,CVE20190326,38.0
18678,.,PUNCT,punct,1.0,CVE20190326,39.0
18679,"
",SPACE,,1.0,CVE20190326,40.0
18680,SAP,PROPN,compound,1.0,CVE20190327,0.0
18681,NetWeaver,PROPN,nsubj,1.0,CVE20190327,1.0
18682,for,ADP,prep,1.0,CVE20190327,2.0
18683,Java,PROPN,compound,1.0,CVE20190327,3.0
18684,Application,PROPN,compound,1.0,CVE20190327,4.0
18685,Server,PROPN,compound,1.0,CVE20190327,5.0
18686,-,PUNCT,punct,1.0,CVE20190327,6.0
18687,Web,NOUN,compound,1.0,CVE20190327,7.0
18688,Container,PROPN,pobj,1.0,CVE20190327,8.0
18689,",",PUNCT,punct,1.0,CVE20190327,9.0
18690,(,PUNCT,punct,1.0,CVE20190327,10.0
18691,engineapi,PROPN,appos,1.0,CVE20190327,11.0
18692,",",PUNCT,punct,1.0,CVE20190327,12.0
18693,versions,NOUN,appos,1.0,CVE20190327,13.0
18694,7.1,NUM,nummod,1.0,CVE20190327,14.0
18695,",",PUNCT,punct,1.0,CVE20190327,15.0
18696,7.2,NUM,nummod,1.0,CVE20190327,16.0
18697,",",PUNCT,punct,1.0,CVE20190327,17.0
18698,7.3,NUM,conj,1.0,CVE20190327,18.0
18699,",",PUNCT,punct,1.0,CVE20190327,19.0
18700,7.31,NUM,npadvmod,1.0,CVE20190327,20.0
18701,",",PUNCT,punct,1.0,CVE20190327,21.0
18702,7.4,NUM,conj,1.0,CVE20190327,22.0
18703,and,CCONJ,cc,1.0,CVE20190327,23.0
18704,7.5,NUM,conj,1.0,CVE20190327,24.0
18705,),PUNCT,punct,1.0,CVE20190327,25.0
18706,",",PUNCT,punct,1.0,CVE20190327,26.0
18707,(,PUNCT,punct,1.0,CVE20190327,27.0
18708,servercode,PROPN,intj,1.0,CVE20190327,28.0
18709,",",PUNCT,punct,1.0,CVE20190327,29.0
18710,versions,NOUN,appos,1.0,CVE20190327,30.0
18711,7.2,NUM,nummod,1.0,CVE20190327,31.0
18712,",",PUNCT,punct,1.0,CVE20190327,32.0
18713,7.3,NUM,nummod,1.0,CVE20190327,33.0
18714,",",PUNCT,punct,1.0,CVE20190327,34.0
18715,7.31,NUM,npadvmod,1.0,CVE20190327,35.0
18716,",",PUNCT,punct,1.0,CVE20190327,36.0
18717,7.4,NUM,nummod,1.0,CVE20190327,37.0
18718,",",PUNCT,punct,1.0,CVE20190327,38.0
18719,7.5,NUM,appos,1.0,CVE20190327,39.0
18720,),PUNCT,punct,1.0,CVE20190327,40.0
18721,",",PUNCT,punct,1.0,CVE20190327,41.0
18722,allows,VERB,ROOT,1.0,CVE20190327,42.0
18723,an,DET,det,1.0,CVE20190327,43.0
18724,attacker,NOUN,nsubj,1.0,CVE20190327,44.0
18725,to,PART,aux,1.0,CVE20190327,45.0
18726,upload,VERB,ccomp,1.0,CVE20190327,46.0
18727,files,NOUN,dobj,1.0,CVE20190327,47.0
18728,(,PUNCT,punct,1.0,CVE20190327,48.0
18729,including,VERB,prep,1.0,CVE20190327,49.0
18730,script,NOUN,compound,1.0,CVE20190327,50.0
18731,files,NOUN,pobj,1.0,CVE20190327,51.0
18732,),PUNCT,punct,1.0,CVE20190327,52.0
18733,without,ADP,prep,1.0,CVE20190327,53.0
18734,proper,ADJ,amod,1.0,CVE20190327,54.0
18735,file,NOUN,compound,1.0,CVE20190327,55.0
18736,format,NOUN,compound,1.0,CVE20190327,56.0
18737,validation,NOUN,pobj,1.0,CVE20190327,57.0
18738,.,PUNCT,punct,1.0,CVE20190327,58.0
18739,"
",SPACE,,1.0,CVE20190327,59.0
18740,ABAP,PROPN,compound,1.0,CVE20190328,0.0
18741,Tests,VERB,compound,1.0,CVE20190328,1.0
18742,Modules,PROPN,nsubj,1.0,CVE20190328,2.0
18743,(,PUNCT,punct,1.0,CVE20190328,3.0
18744,SAP,PROPN,compound,1.0,CVE20190328,4.0
18745,Basis,PROPN,appos,1.0,CVE20190328,5.0
18746,",",PUNCT,punct,1.0,CVE20190328,6.0
18747,versions,NOUN,appos,1.0,CVE20190328,7.0
18748,7.0,NUM,nummod,1.0,CVE20190328,8.0
18749,",",PUNCT,punct,1.0,CVE20190328,9.0
18750,7.1,NUM,nummod,1.0,CVE20190328,10.0
18751,",",PUNCT,punct,1.0,CVE20190328,11.0
18752,7.3,NUM,appos,1.0,CVE20190328,12.0
18753,",",PUNCT,punct,1.0,CVE20190328,13.0
18754,7.31,NUM,nummod,1.0,CVE20190328,14.0
18755,",",PUNCT,punct,1.0,CVE20190328,15.0
18756,7.4,NUM,nummod,1.0,CVE20190328,16.0
18757,",",PUNCT,punct,1.0,CVE20190328,17.0
18758,7.5,NUM,nummod,1.0,CVE20190328,18.0
18759,),PUNCT,punct,1.0,CVE20190328,19.0
18760,of,ADP,prep,1.0,CVE20190328,20.0
18761,SAP,PROPN,compound,1.0,CVE20190328,21.0
18762,NetWeaver,PROPN,compound,1.0,CVE20190328,22.0
18763,Process,PROPN,compound,1.0,CVE20190328,23.0
